total_orders,avg_order_value,total_spend,recency_days,customer_tenure_days,orders_last_30d,orders_last_60d,orders_last_90d,avg_discount,discount_usage_rate,avg_kpt,avg_rider_wait,avg_distance,churn
1,735.68,735.68,53,0,0.0,1.0,1.0,109.35,1.0,13.97,7.6,3.0,1
2,293.82,587.64,28,26,1.0,2.0,2.0,317.175,1.0,16.39,4.05,2.0,0
3,413.0,1239.0,67,30,0.0,0.0,2.0,26.666666666666668,0.3333333333333333,21.906666666666666,5.566666666666666,3.0,1
1,795.9,795.9,96,0,0.0,0.0,0.0,100.0,1.0,17.0,0.4,5.0,1
1,471.45,471.45,114,0,0.0,0.0,0.0,0.0,0.0,16.02,2.3,6.0,1
3,942.8866666666667,2828.66,35,44,0.0,1.0,3.0,62.42666666666667,0.3333333333333333,18.59,6.2,8.333333333333334,1
2,265.13,530.26,44,5,0.0,2.0,2.0,252.5,1.0,17.14,7.1,5.0,1
2,1052.625,2105.25,12,79,1.0,1.0,1.0,150.0,1.0,17.05,5.0,4.0,0
1,523.95,523.95,38,0,0.0,1.0,1.0,499.0,1.0,22.15,14.1,11.0,1
2,822.53,1645.06,51,5,0.0,2.0,2.0,122.25999999999999,1.0,16.665,4.0,6.5,1
1,1097.17,1097.17,62,0,0.0,0.0,1.0,163.08,1.0,32.8,28.1,2.0,1
2,602.175,1204.35,48,55,0.0,1.0,1.0,50.0,0.5,16.655,1.2,3.0,1
1,890.4,890.4,67,0,0.0,0.0,1.0,100.0,1.0,14.65,1.6,8.0,1
1,510.3,510.3,119,0,0.0,0.0,0.0,93.0,1.0,13.57,5.8,4.0,1
1,887.36,887.36,58,0,0.0,1.0,1.0,131.9,1.0,22.83,2.7,3.0,1
1,660.45,660.45,106,0,0.0,0.0,0.0,0.0,0.0,14.9,3.1,2.0,1
2,2380.9700000000003,4761.9400000000005,40,22,0.0,1.0,2.0,305.90999999999997,1.0,29.375,5.15,18.0,1
1,366.45,366.45,79,0,0.0,0.0,1.0,100.0,1.0,19.1,3.3,3.0,1
1,1042.65,1042.65,35,0,0.0,1.0,1.0,157.0,1.0,52.87,4.6,1.0,1
1,168.0,168.0,150,0,0.0,0.0,0.0,99.0,1.0,10.68,0.5,4.0,1
1,534.45,534.45,33,0,0.0,1.0,1.0,90.0,1.0,18.3,7.3,4.0,1
1,614.25,614.25,60,0,0.0,0.0,1.0,0.0,0.0,14.37,0.7,3.0,1
1,628.95,628.95,38,0,0.0,1.0,1.0,0.0,0.0,16.93,7.8,4.0,1
5,430.60600000000005,2153.03,6,13,5.0,5.0,5.0,88.9,0.4,17.28,4.08,2.0,0
1,471.45,471.45,36,0,0.0,1.0,1.0,0.0,0.0,11.23,0.6,1.0,1
1,325.5,325.5,104,0,0.0,0.0,0.0,229.0,1.0,22.57,4.2,9.0,1
1,479.85,479.85,41,0,0.0,1.0,1.0,0.0,0.0,12.2,0.7,2.0,1
1,220.5,220.5,65,0,0.0,0.0,1.0,100.0,1.0,18.1,7.7,3.0,1
1,147.0,147.0,100,0,0.0,0.0,0.0,99.0,1.0,8.48,2.9,5.0,1
1,576.45,576.45,146,0,0.0,0.0,0.0,0.0,0.0,10.08,1.4,2.0,1
4,428.1375,1712.55,44,51,0.0,2.0,3.0,67.25,0.75,15.612499999999999,2.35,4.0,1
1,208.95,208.95,35,0,0.0,1.0,1.0,90.0,1.0,11.7,5.4,4.0,1
1,329.81,329.81,48,0,0.0,1.0,1.0,34.9,1.0,12.55,0.6,7.0,1
2,990.1500000000001,1980.3000000000002,17,82,1.0,1.0,1.0,100.0,0.5,14.84,8.6,1.0,0
1,488.25,488.25,100,0,0.0,0.0,0.0,0.0,0.0,29.3,18.3,5.0,1
1,1434.3,1434.3,150,0,0.0,0.0,0.0,200.0,1.0,21.1,8.0,3.0,1
1,525.0,525.0,125,0,0.0,0.0,0.0,99.0,1.0,23.37,22.6,4.0,1
3,428.0566666666667,1284.17,51,42,0.0,1.0,1.0,85.66000000000001,1.0,16.893333333333334,0.5,5.0,1
1,397.95,397.95,111,0,0.0,0.0,0.0,100.0,1.0,8.4,0.9,3.0,1
2,924.525,1849.05,23,118,1.0,1.0,1.0,187.5,1.0,19.240000000000002,9.5,9.0,0
2,1420.125,2840.25,114,15,0.0,0.0,0.0,0.0,0.0,17.325,9.6,3.0,1
1,706.65,706.65,42,0,0.0,1.0,1.0,74.0,1.0,14.97,1.5,4.0,1
1,104.48,104.48,102,0,0.0,0.0,0.0,99.5,1.0,19.28,3.1,1.0,1
4,231.0,924.0,25,11,1.0,4.0,4.0,90.0,1.0,20.6175,6.975,2.0,0
1,325.5,325.5,85,0,0.0,0.0,1.0,0.0,0.0,14.75,8.9,1.0,1
2,971.25,1942.5,71,50,0.0,0.0,1.0,106.0,1.0,16.345,1.25,1.0,1
1,995.4,995.4,59,0,0.0,1.0,1.0,0.0,0.0,16.35,5.7,7.0,1
1,628.95,628.95,48,0,0.0,1.0,1.0,0.0,0.0,12.93,1.4,2.0,1
1,628.95,628.95,106,0,0.0,0.0,0.0,0.0,0.0,19.98,7.9,9.0,1
7,552.3757142857143,3866.63,26,121,1.0,2.0,3.0,138.92857142857142,0.7142857142857143,18.645714285714288,3.8000000000000003,5.428571428571429,0
2,848.925,1697.85,139,8,0.0,0.0,0.0,49.5,0.5,17.79,3.5,1.5,1
2,791.7,1583.4,45,23,0.0,1.0,2.0,178.5,1.0,24.939999999999998,5.0,6.0,1
1,571.2,571.2,58,0,0.0,1.0,1.0,0.0,0.0,12.17,7.3,10.0,1
2,367.5,735.0,0,98,1.0,1.0,1.0,0.0,0.0,14.515,1.15,1.0,0
1,1345.89,1345.89,140,0,0.0,0.0,0.0,226.2,1.0,18.87,1.4,2.0,1
1,325.5,325.5,11,0,1.0,1.0,1.0,0.0,0.0,17.03,3.9,5.0,0
1,193.73,193.73,106,0,0.0,0.0,0.0,145.5,1.0,37.65,18.1,1.0,1
1,325.5,325.5,100,0,0.0,0.0,0.0,0.0,0.0,28.33,12.4,2.0,1
1,566.06,566.06,53,0,0.0,1.0,1.0,59.9,1.0,10.85,4.2,9.0,1
1,614.25,614.25,132,0,0.0,0.0,0.0,585.0,1.0,28.23,7.3,7.0,1
1,660.45,660.45,17,0,1.0,1.0,1.0,0.0,0.0,15.17,3.4,6.0,0
2,1357.2849999999999,2714.5699999999997,54,11,0.0,1.0,2.0,63.85,0.5,15.620000000000001,8.65,5.0,1
1,788.36,788.36,39,0,0.0,1.0,1.0,117.18,1.0,23.18,13.2,2.0,1
1,1477.4,1477.4,21,0,1.0,1.0,1.0,0.0,0.0,17.57,8.1,2.0,0
1,774.9,774.9,89,0,0.0,0.0,1.0,100.0,1.0,15.0,0.4,1.0,1
2,848.925,1697.85,73,8,0.0,0.0,2.0,0.0,0.0,16.9,1.8,2.0,1
2,587.475,1174.95,30,118,0.0,1.0,1.0,155.0,0.5,21.985,7.15,2.0,0
1,681.45,681.45,59,0,0.0,1.0,1.0,0.0,0.0,17.6,12.2,2.0,1
2,914.29,1828.58,31,9,0.0,2.0,2.0,272.25,1.0,16.515,8.55,3.0,1
1,556.5,556.5,41,0,0.0,1.0,1.0,530.0,1.0,20.42,3.9,1.0,1
1,796.95,796.95,152,0,0.0,0.0,0.0,99.0,1.0,11.9,0.2,5.0,1
1,315.0,315.0,12,0,1.0,1.0,1.0,120.0,1.0,10.05,0.2,6.0,0
1,1013.84,1013.84,46,0,0.0,1.0,1.0,257.68,1.0,17.6,4.0,9.0,1
1,1471.28,1471.28,46,0,0.0,1.0,1.0,0.0,0.0,30.42,1.8,5.0,1
1,563.85,563.85,143,0,0.0,0.0,0.0,112.0,1.0,15.28,8.8,4.0,1
2,281.4,562.8,1,1,2.0,2.0,2.0,90.0,1.0,11.415,1.5,3.0,0
1,471.45,471.45,70,0,0.0,0.0,1.0,100.0,1.0,18.45,13.1,5.0,1
1,628.95,628.95,16,0,1.0,1.0,1.0,0.0,0.0,14.75,3.1,3.0,0
1,1717.8,1717.8,107,0,0.0,0.0,0.0,0.0,0.0,22.17,12.8,8.0,1
1,628.95,628.95,30,0,0.0,1.0,1.0,0.0,0.0,15.97,5.6,1.0,0
2,865.3599999999999,1730.7199999999998,55,96,0.0,1.0,1.0,76.35,1.0,15.735,3.15,8.0,1
2,705.075,1410.15,82,60,0.0,0.0,1.0,96.5,1.0,20.14,9.700000000000001,1.0,1
4,1038.6875,4154.75,30,101,0.0,1.0,2.0,300.275,1.0,23.09,4.15,1.0,0
1,1089.9,1089.9,76,0,0.0,0.0,1.0,100.0,1.0,16.35,5.2,2.0,1
1,1466.85,1466.85,55,0,0.0,1.0,1.0,0.0,0.0,16.45,7.7,6.0,1
2,1619.1000000000001,3238.2000000000003,68,23,0.0,0.0,1.0,90.0,0.5,24.96,4.1,6.5,1
1,366.45,366.45,36,0,0.0,1.0,1.0,0.0,0.0,18.13,9.6,3.0,1
2,206.065,412.13,44,14,0.0,2.0,2.0,196.25,1.0,12.5,0.9,2.0,1
18,301.5544444444444,5427.98,5,100,4.0,12.0,15.0,90.91666666666667,0.6111111111111112,14.009444444444444,2.466666666666667,2.388888888888889,0
1,733.95,733.95,98,0,0.0,0.0,0.0,100.0,1.0,14.17,7.1,0.5,1
8,456.61875,3652.95,106,46,0.0,0.0,0.0,85.5,0.625,15.3475,5.875,1.75,1
2,552.04,1104.08,46,12,0.0,2.0,2.0,156.75,0.5,14.684999999999999,0.75,1.0,1
1,2754.15,2754.15,97,0,0.0,0.0,0.0,0.0,0.0,26.75,7.2,2.0,1
1,833.7,833.7,140,0,0.0,0.0,0.0,175.0,1.0,16.13,6.2,1.0,1
1,1137.15,1137.15,40,0,0.0,1.0,1.0,175.0,1.0,16.1,0.4,2.0,1
1,853.34,853.34,62,0,0.0,0.0,1.0,245.3,1.0,18.93,0.3,6.0,1
1,887.36,887.36,24,0,1.0,1.0,1.0,131.9,1.0,5.23,1.9,2.0,0
1,854.18,854.18,12,0,1.0,1.0,1.0,404.5,1.0,16.4,2.1,14.0,0
1,815.61,815.61,34,0,0.0,1.0,1.0,121.23,1.0,19.83,0.5,5.0,1
1,958.65,958.65,91,0,0.0,0.0,0.0,135.0,1.0,22.1,1.2,15.0,1
3,562.07,1686.21,46,95,0.0,2.0,2.0,180.03,1.0,21.94666666666667,5.933333333333334,5.0,1
6,802.5933333333334,4815.56,0,41,4.0,6.0,6.0,111.125,0.6666666666666666,15.908333333333333,6.283333333333332,6.833333333333333,0
1,271.95,271.95,25,0,1.0,1.0,1.0,0.0,0.0,14.85,2.0,2.0,0
1,826.51,826.51,4,0,1.0,1.0,1.0,122.85,1.0,17.9,11.0,2.0,0
2,964.2549999999999,1928.5099999999998,7,2,2.0,2.0,2.0,192.66,1.0,19.46,0.9,10.0,0
3,562.8000000000001,1688.4,94,51,0.0,0.0,0.0,33.0,0.3333333333333333,20.89,5.933333333333334,1.0,1
1,418.95,418.95,5,0,1.0,1.0,1.0,0.0,0.0,10.97,1.2,8.0,0
4,623.7,2494.8,64,49,0.0,0.0,2.0,22.5,0.25,14.2725,1.7999999999999998,2.5,1
1,733.95,733.95,127,0,0.0,0.0,0.0,100.0,1.0,13.57,8.7,9.0,1
2,341.25,682.5,98,5,0.0,0.0,0.0,155.0,0.5,14.915,2.75,1.0,1
9,347.9588888888889,3131.63,59,88,0.0,1.0,1.0,113.61111111111111,0.8888888888888888,11.712222222222222,7.2555555555555555,4.0,1
10,403.935,4039.35,69,77,0.0,0.0,3.0,81.5,0.4,17.154,6.609999999999999,4.0,1
1,879.9,879.9,49,0,0.0,1.0,1.0,0.0,0.0,12.55,2.2,9.0,1
1,166.95,166.95,128,0,0.0,0.0,0.0,100.0,1.0,8.73,1.2,3.0,1
1,586.95,586.95,45,0,0.0,1.0,1.0,90.0,1.0,21.72,8.3,2.0,1
1,691.95,691.95,30,0,0.0,1.0,1.0,0.0,0.0,19.63,6.6,2.0,0
1,1046.85,1046.85,101,0,0.0,0.0,0.0,100.0,1.0,13.55,7.3,3.0,1
1,764.45,764.45,92,0,0.0,0.0,0.0,0.0,0.0,14.45,2.8,2.0,1
1,603.98,603.98,45,0,0.0,1.0,1.0,89.78,1.0,18.27,4.6,11.0,1
2,661.44,1322.88,48,5,0.0,2.0,2.0,0.0,0.0,15.02,2.4,5.0,1
1,628.95,628.95,30,0,0.0,1.0,1.0,0.0,0.0,32.55,24.9,2.0,0
4,482.6075,1930.43,57,69,0.0,1.0,1.0,131.875,0.75,14.8325,6.475,0.5,1
1,1129.8,1129.8,78,0,0.0,0.0,1.0,100.0,1.0,17.88,2.1,3.0,1
1,543.38,543.38,68,0,0.0,0.0,1.0,182.5,1.0,25.97,0.4,1.0,1
1,846.3,846.3,79,0,0.0,0.0,1.0,0.0,0.0,17.48,3.5,7.0,1
1,561.75,561.75,66,0,0.0,0.0,1.0,100.0,1.0,15.05,2.5,2.0,1
8,292.81875,2342.55,67,38,0.0,0.0,5.0,69.875,0.875,15.17625,1.0875,2.5,1
1,922.95,922.95,42,0,0.0,1.0,1.0,157.0,1.0,18.2,1.3,8.0,1
1,236.25,236.25,125,0,0.0,0.0,0.0,100.0,1.0,14.32,7.7,2.0,1
3,426.3,1278.9,48,90,0.0,1.0,2.0,33.0,0.3333333333333333,18.69,3.4,4.0,1
1,408.45,408.45,127,0,0.0,0.0,0.0,100.0,1.0,11.7,4.3,1.0,1
2,530.775,1061.55,122,20,0.0,0.0,0.0,348.5,1.0,16.990000000000002,4.95,2.0,1
1,2222.85,2222.85,96,0,0.0,0.0,0.0,180.0,1.0,18.55,2.3,2.0,1
2,867.8700000000001,1735.7400000000002,5,35,1.0,2.0,2.0,168.95499999999998,1.0,16.5,3.1500000000000004,8.5,0
2,3553.62,7107.24,93,43,0.0,0.0,0.0,599.1,1.0,29.66,15.899999999999999,4.75,1
3,1047.55,3142.6499999999996,61,27,0.0,0.0,3.0,33.333333333333336,0.3333333333333333,16.596666666666668,3.5666666666666664,16.0,1
2,539.7,1079.4,16,18,1.0,2.0,2.0,0.0,0.0,14.095,3.45,1.5,0
1,480.9,480.9,118,0,0.0,0.0,0.0,100.0,1.0,14.8,9.0,3.0,1
2,1962.4499999999998,3924.8999999999996,103,30,0.0,0.0,0.0,0.0,0.0,17.765,13.65,6.0,1
1,502.95,502.95,104,0,0.0,0.0,0.0,100.0,1.0,16.18,0.9,0.5,1
20,285.02,5700.4,1,114,5.0,5.0,10.0,91.45,0.95,17.956,4.4350000000000005,6.0,0
1,712.97,712.97,49,0,0.0,1.0,1.0,105.98,1.0,18.58,7.1,6.0,1
4,303.45,1213.8,59,75,0.0,1.0,1.0,0.0,0.0,16.1175,2.325,7.0,1
4,884.525,3538.1,17,31,3.0,4.0,4.0,125.8475,1.0,18.46,3.5,1.25,0
1,628.95,628.95,84,0,0.0,0.0,1.0,0.0,0.0,17.73,1.9,3.0,1
1,565.15,565.15,65,0,0.0,0.0,1.0,159.81,1.0,21.1,4.9,7.0,1
3,588.3866666666667,1765.16,58,24,0.0,1.0,3.0,88.63333333333333,1.0,16.28,4.766666666666667,6.0,1
2,576.45,1152.9,6,36,1.0,2.0,2.0,45.0,0.5,16.225,3.15,3.0,0
2,1296.11,2592.22,12,1,2.0,2.0,2.0,247.61,1.0,20.634999999999998,4.449999999999999,5.0,0
1,849.45,849.45,146,0,0.0,0.0,0.0,0.0,0.0,28.62,7.5,7.0,1
1,562.8,562.8,132,0,0.0,0.0,0.0,93.0,1.0,11.8,3.6,10.0,1
1,372.75,372.75,149,0,0.0,0.0,0.0,325.0,1.0,15.77,1.8,3.0,1
3,652.5766666666667,1957.73,45,27,0.0,2.0,3.0,155.16666666666666,1.0,20.53,4.933333333333334,2.0,1
3,570.15,1710.45,73,58,0.0,0.0,1.0,195.0,0.3333333333333333,17.286666666666665,9.6,7.0,1
1,1223.25,1223.25,130,0,0.0,0.0,0.0,93.0,1.0,15.98,8.3,8.0,1
2,1129.575,2259.15,6,7,2.0,2.0,2.0,82.215,0.5,16.65,4.7,5.0,0
1,814.91,814.91,111,0,0.0,0.0,0.0,100.0,1.0,19.22,0.9,4.0,1
1,1248.45,1248.45,63,0,0.0,0.0,1.0,0.0,0.0,19.8,0.2,5.0,1
1,901.95,901.95,39,0,0.0,1.0,1.0,0.0,0.0,15.37,7.9,9.0,1
1,220.5,220.5,99,0,0.0,0.0,0.0,100.0,1.0,16.26,7.3,2.0,1
1,464.05,464.05,107,0,0.0,0.0,0.0,159.9,1.0,12.77,1.1,5.0,1
1,765.65,765.65,50,0,0.0,1.0,1.0,113.81,1.0,24.25,10.9,7.0,1
2,1375.5,2751.0,41,82,0.0,1.0,1.0,0.0,0.0,20.655,2.95,5.5,1
1,507.15,507.15,93,0,0.0,0.0,0.0,125.0,1.0,14.15,0.5,5.0,1
5,1466.398,7331.99,31,66,0.0,2.0,4.0,196.03199999999998,0.8,21.976,10.18,3.0,1
3,397.25,1191.75,13,112,1.0,2.0,2.0,87.66666666666667,1.0,15.950000000000001,6.8999999999999995,3.3333333333333335,0
2,644.7,1289.4,118,28,0.0,0.0,0.0,0.0,0.0,16.74,2.95,6.5,1
1,303.45,303.45,84,0,0.0,0.0,1.0,0.0,0.0,14.27,6.1,1.0,1
1,563.12,563.12,27,0,1.0,1.0,1.0,83.7,1.0,16.95,3.8,7.0,0
1,471.56,471.56,66,0,0.0,0.0,1.0,149.9,1.0,13.93,0.4,4.0,1
1,785.4,785.4,47,0,0.0,1.0,1.0,0.0,0.0,15.07,1.7,16.0,1
2,528.92,1057.84,5,64,1.0,1.0,2.0,98.265,1.0,13.365,3.25,8.0,0
1,375.9,375.9,54,0,0.0,1.0,1.0,0.0,0.0,9.53,3.3,10.0,1
3,635.6,1906.8,77,69,0.0,0.0,1.0,0.0,0.0,15.433333333333335,4.233333333333333,2.0,1
1,438.9,438.9,34,0,0.0,1.0,1.0,0.0,0.0,13.57,8.0,3.0,1
1,1215.9,1215.9,63,0,0.0,0.0,1.0,100.0,1.0,23.38,8.5,3.0,1
1,425.25,425.25,47,0,0.0,1.0,1.0,0.0,0.0,17.08,0.3,3.0,1
1,920.85,920.85,83,0,0.0,0.0,1.0,100.0,1.0,16.92,0.2,2.0,1
9,948.2033333333334,8533.83,1,124,2.0,2.0,4.0,96.93333333333334,0.5555555555555556,16.406666666666666,6.566666666666666,6.388888888888889,0
1,166.95,166.95,90,0,0.0,0.0,0.0,100.0,1.0,10.18,5.8,1.0,1
1,751.84,751.84,55,0,0.0,1.0,1.0,201.96,1.0,15.23,0.5,6.0,1
1,886.2,886.2,117,0,0.0,0.0,0.0,112.0,1.0,25.78,14.7,6.0,1
1,586.95,586.95,26,0,1.0,1.0,1.0,90.0,1.0,9.37,0.4,6.0,0
1,687.94,687.94,34,0,0.0,1.0,1.0,0.0,0.0,42.88,24.5,4.0,1
1,366.45,366.45,65,0,0.0,0.0,1.0,0.0,0.0,23.37,1.1,5.0,1
1,784.35,784.35,30,0,0.0,1.0,1.0,0.0,0.0,18.0,8.6,4.0,0
3,470.0833333333333,1410.25,23,94,1.0,1.0,1.0,37.333333333333336,0.3333333333333333,11.76,2.9,5.0,0
1,1601.25,1601.25,110,0,0.0,0.0,0.0,112.0,1.0,15.97,0.6,2.0,1
4,1493.31,5973.24,18,116,1.0,2.0,2.0,230.05249999999998,0.75,21.9275,9.399999999999999,4.0,0
1,428.4,428.4,114,0,0.0,0.0,0.0,0.0,0.0,13.28,5.1,11.0,1
1,1802.85,1802.85,91,0,0.0,0.0,0.0,180.0,1.0,18.73,10.1,3.0,1
1,237.3,237.3,123,0,0.0,0.0,0.0,99.0,1.0,16.05,8.4,7.0,1
1,1351.35,1351.35,29,0,1.0,1.0,1.0,0.0,0.0,12.97,0.7,0.5,0
1,995.4,995.4,149,0,0.0,0.0,0.0,200.0,1.0,15.85,1.4,1.0,1
1,441.0,441.0,127,0,0.0,0.0,0.0,100.0,1.0,15.25,4.2,4.0,1
1,564.9,564.9,129,0,0.0,0.0,0.0,0.0,0.0,19.15,14.8,7.0,1
3,498.75,1496.25,93,40,0.0,0.0,0.0,37.333333333333336,0.3333333333333333,22.75,4.566666666666667,3.6666666666666665,1
1,434.18,434.18,46,0,0.0,1.0,1.0,413.5,1.0,31.75,5.8,5.0,1
1,624.75,624.75,109,0,0.0,0.0,0.0,100.0,1.0,19.12,10.3,3.0,1
1,221.55,221.55,121,0,0.0,0.0,0.0,99.0,1.0,13.7,5.0,2.0,1
2,1110.9,2221.8,73,58,0.0,0.0,1.0,100.0,0.5,20.685000000000002,6.199999999999999,4.0,1
4,721.535,2886.14,17,38,2.0,4.0,4.0,128.075,0.75,18.7825,4.9,5.0,0
1,1408.37,1408.37,68,0,0.0,0.0,1.0,236.7,1.0,16.05,3.6,2.0,1
11,413.08,4543.88,0,150,2.0,4.0,7.0,105.22727272727273,0.9090909090909091,16.37272727272727,5.1454545454545455,3.0,0
1,1802.85,1802.85,8,0,1.0,1.0,1.0,240.0,1.0,16.35,0.1,4.0,0
2,449.42499999999995,898.8499999999999,7,15,2.0,2.0,2.0,60.0,0.5,14.39,3.3499999999999996,5.5,0
12,546.8358333333333,6562.03,9,105,3.0,5.0,9.0,50.37083333333334,0.5833333333333334,15.501666666666665,2.575,3.5833333333333335,0
3,681.1333333333333,2043.4,21,82,1.0,2.0,2.0,192.3033333333333,1.0,20.71,8.166666666666666,1.0,0
2,309.225,618.45,93,44,0.0,0.0,0.0,49.5,0.5,18.51,4.45,2.75,1
2,743.4,1486.8,42,97,0.0,1.0,1.0,95.0,1.0,22.99,5.1,1.0,1
2,508.20000000000005,1016.4000000000001,4,106,1.0,1.0,1.0,110.0,1.0,11.585,3.0,9.0,0
1,901.95,901.95,36,0,0.0,1.0,1.0,0.0,0.0,20.38,2.6,3.0,1
1,925.05,925.05,34,0,0.0,1.0,1.0,157.0,1.0,16.08,2.2,7.0,1
1,692.0,692.0,66,0,0.0,0.0,1.0,0.0,0.0,44.37,28.0,1.0,1
1,660.45,660.45,6,0,1.0,1.0,1.0,0.0,0.0,19.18,10.8,2.0,0
1,278.25,278.25,25,0,1.0,1.0,1.0,90.0,1.0,7.63,2.8,2.0,0
1,356.48,356.48,37,0,0.0,1.0,1.0,339.5,1.0,14.8,6.2,7.0,1
2,990.15,1980.3,9,45,1.0,2.0,2.0,0.0,0.0,19.84,2.8,3.0,0
1,1655.85,1655.85,5,0,1.0,1.0,1.0,240.0,1.0,18.8,0.3,1.0,0
1,540.75,540.75,98,0,0.0,0.0,0.0,0.0,0.0,22.12,5.5,1.0,1
1,531.32,531.32,42,0,0.0,1.0,1.0,78.98,1.0,20.22,2.8,1.0,1
1,550.2,550.2,93,0,0.0,0.0,0.0,135.0,1.0,9.75,1.1,2.0,1
1,555.45,555.45,57,0,0.0,1.0,1.0,0.0,0.0,17.12,2.4,1.0,1
1,376.95,376.95,109,0,0.0,0.0,0.0,100.0,1.0,10.9,2.8,8.0,1
2,435.75,871.5,110,19,0.0,0.0,0.0,80.0,1.0,23.21,15.95,2.0,1
1,345.45,345.45,94,0,0.0,0.0,0.0,0.0,0.0,12.53,0.3,7.0,1
1,916.65,916.65,45,0,0.0,1.0,1.0,873.0,1.0,18.33,1.7,5.0,1
2,167.21499999999997,334.42999999999995,34,11,0.0,2.0,2.0,119.75,1.0,13.27,4.95,1.0,1
3,839.9633333333335,2519.8900000000003,58,70,0.0,1.0,2.0,122.03666666666668,1.0,12.969999999999999,6.066666666666666,3.5,1
1,592.2,592.2,59,0,0.0,1.0,1.0,375.0,1.0,23.75,2.0,3.0,1
1,1265.25,1265.25,98,0,0.0,0.0,0.0,0.0,0.0,43.97,19.6,10.0,1
8,694.05,5552.4,12,135,1.0,3.0,6.0,0.0,0.0,15.6225,4.25,6.0,0
1,1224.3,1224.3,71,0,0.0,0.0,1.0,100.0,1.0,26.58,14.9,7.0,1
1,434.7,434.7,99,0,0.0,0.0,0.0,100.0,1.0,12.43,0.5,3.0,1
2,1211.1750000000002,2422.3500000000004,118,22,0.0,0.0,0.0,0.0,0.0,35.06,2.4,5.0,1
3,1030.75,3092.25,5,75,2.0,2.0,3.0,26.666666666666668,0.3333333333333333,14.979999999999999,2.6666666666666665,1.0,0
1,1234.8,1234.8,30,0,0.0,1.0,1.0,0.0,0.0,26.17,0.4,3.0,0
1,1309.35,1309.35,125,0,0.0,0.0,0.0,200.0,1.0,19.3,1.1,4.0,1
1,334.95,334.95,45,0,0.0,1.0,1.0,0.0,0.0,10.95,1.2,2.0,1
1,376.95,376.95,81,0,0.0,0.0,1.0,100.0,1.0,13.03,9.0,7.0,1
4,384.5625,1538.25,84,50,0.0,0.0,1.0,103.75,1.0,12.1375,2.7249999999999996,5.75,1
1,586.95,586.95,90,0,0.0,0.0,0.0,100.0,1.0,11.7,4.9,7.0,1
1,669.9,669.9,124,0,0.0,0.0,0.0,200.0,1.0,43.97,32.0,1.0,1
1,228.38,228.38,57,0,0.0,1.0,1.0,217.5,1.0,12.07,0.5,5.0,1
10,1223.9850000000001,12239.85,6,128,2.0,3.0,5.0,40.0,0.2,19.189,6.55,4.3,0
31,469.85806451612905,14565.6,63,83,0.0,0.0,12.0,93.25806451612904,0.8709677419354839,14.066129032258065,5.706451612903226,6.0,1
1,681.45,681.45,106,0,0.0,0.0,0.0,0.0,0.0,12.18,2.6,5.0,1
2,1132.95,2265.9,21,72,1.0,1.0,1.0,168.5,1.0,19.6,0.44999999999999996,4.0,0
1,366.45,366.45,77,0,0.0,0.0,1.0,0.0,0.0,11.88,1.4,5.0,1
1,434.7,434.7,143,0,0.0,0.0,0.0,100.0,1.0,12.65,4.4,1.0,1
1,906.45,906.45,104,0,0.0,0.0,0.0,233.5,1.0,19.22,0.6,9.0,1
1,336.0,336.0,71,0,0.0,0.0,1.0,100.0,1.0,0.07,9.9,0.5,1
1,345.45,345.45,91,0,0.0,0.0,0.0,0.0,0.0,10.07,0.9,2.0,1
3,608.65,1825.95,63,85,0.0,0.0,2.0,178.33333333333334,1.0,15.793333333333331,4.166666666666667,1.6666666666666667,1
2,250.95,501.9,100,4,0.0,0.0,0.0,50.0,0.5,12.61,4.449999999999999,4.5,1
1,481.95,481.95,134,0,0.0,0.0,0.0,0.0,0.0,30.07,16.6,1.0,1
1,392.18,392.18,54,0,0.0,1.0,1.0,373.5,1.0,33.6,1.0,3.0,1
1,628.95,628.95,33,0,0.0,1.0,1.0,0.0,0.0,11.22,7.5,9.0,1
1,525.0,525.0,132,0,0.0,0.0,0.0,99.0,1.0,13.35,8.5,2.0,1
1,425.25,425.25,149,0,0.0,0.0,0.0,405.0,1.0,13.9,0.3,1.0,1
1,781.1,781.1,27,0,1.0,1.0,1.0,116.1,1.0,21.63,6.3,3.0,0
1,1197.0,1197.0,111,0,0.0,0.0,0.0,80.0,1.0,25.85,6.6,1.0,1
1,607.95,607.95,50,0,0.0,1.0,1.0,0.0,0.0,16.22,10.3,9.0,1
1,628.95,628.95,134,0,0.0,0.0,0.0,0.0,0.0,11.2,1.0,6.0,1
2,550.2,1100.4,59,74,0.0,1.0,1.0,0.0,0.0,15.05,4.9,4.0,1
1,628.95,628.95,57,0,0.0,1.0,1.0,0.0,0.0,13.53,0.3,2.0,1
1,793.8,793.8,31,0,0.0,1.0,1.0,300.0,1.0,25.95,1.8,1.0,1
1,509.25,509.25,69,0,0.0,0.0,1.0,100.0,1.0,20.15,11.6,1.0,1
1,1039.5,1039.5,106,0,0.0,0.0,0.0,0.0,0.0,13.88,0.3,6.0,1
2,618.45,1236.9,36,98,0.0,1.0,1.0,0.0,0.0,21.155,7.0,7.5,1
1,229.95,229.95,65,0,0.0,0.0,1.0,100.0,1.0,8.62,1.8,2.0,1
1,271.95,271.95,103,0,0.0,0.0,0.0,0.0,0.0,12.89,1.7,8.0,1
